,age,gender,race,driving_experience,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,annual_mileage,vehicle_type,speeding_violations,DUIs,past_accidents,outcome
7894,65+,female,majority,10-19y,high school,upper class,0.5423841707891541,True,before 2015,True,True,10000.0,sedan,1,0,2,False
7895,26-39,male,minority,10-19y,high school,poverty,0.4742852584320764,True,before 2015,False,False,12000.0,sports car,1,0,3,False
7896,16-25,male,minority,0-9y,none,poverty,0.2550047453401925,False,before 2015,False,True,10000.0,sedan,0,0,0,True
7897,26-39,female,majority,10-19y,none,working class,0.5869521215796324,True,before 2015,True,True,8000.0,sedan,2,1,1,False
7898,16-25,male,majority,0-9y,university,working class,0.3801157582629854,True,before 2015,False,False,17000.0,sedan,0,0,0,True
7899,26-39,male,majority,0-9y,university,middle class,0.5236585383213972,False,before 2015,True,True,11000.0,sedan,0,0,0,True
7900,65+,female,majority,20-29y,university,upper class,0.6236973075026354,True,after 2015,True,True,12000.0,sedan,1,0,1,False
7901,40-64,female,minority,20-29y,none,working class,0.5730940318096671,False,before 2015,True,True,9000.0,sedan,3,1,1,False
7902,26-39,male,majority,10-19y,university,middle class,0.5392829793820492,False,before 2015,False,False,18000.0,sedan,1,0,0,True
7903,26-39,male,majority,10-19y,high school,working class,0.3422896888247775,False,before 2015,False,True,10000.0,sedan,1,0,1,True
7904,65+,female,majority,10-19y,university,upper class,0.8590012411373771,True,after 2015,False,False,15000.0,sedan,1,1,0,False
7905,26-39,male,majority,10-19y,high school,working class,0.4300932167127807,True,before 2015,True,True,10000.0,sedan,1,2,1,False
7906,65+,male,majority,0-9y,university,upper class,0.6281501079631089,True,before 2015,False,True,10000.0,sedan,0,0,0,True
7907,16-25,female,majority,0-9y,high school,poverty,0.5161185977136185,False,before 2015,False,False,16000.0,sedan,0,0,0,True
7908,40-64,male,majority,10-19y,university,upper class,0.618652049923338,True,before 2015,True,True,11697.003206900365,sedan,1,1,1,False
7909,65+,male,majority,30y+,university,middle class,0.5002666804669273,True,after 2015,True,True,9000.0,sedan,5,0,8,False
7910,40-64,female,majority,20-29y,university,upper class,0.504290459103591,True,before 2015,True,False,9000.0,sedan,6,0,1,False
7911,26-39,female,majority,10-19y,university,working class,0.4548048427285145,True,before 2015,False,True,13000.0,sedan,2,0,0,True
7912,26-39,female,majority,10-19y,high school,upper class,0.7203766079759821,True,after 2015,False,False,17000.0,sedan,1,0,0,False
7913,16-25,male,majority,0-9y,university,working class,0.4326820822013205,True,before 2015,False,False,14000.0,sedan,0,0,0,True
7914,16-25,male,majority,0-9y,university,poverty,0.4636031614256214,False,before 2015,False,False,13000.0,sedan,0,0,0,True
7915,65+,male,minority,30y+,university,upper class,0.598755524847606,True,before 2015,True,True,12000.0,sedan,4,1,8,False
7916,16-25,male,majority,0-9y,high school,working class,0.4469064435298361,False,before 2015,False,False,11697.003206900365,sedan,0,0,0,True
7917,40-64,male,majority,20-29y,university,upper class,0.6114484647581202,True,before 2015,False,True,11000.0,sedan,2,0,0,False
7918,65+,female,minority,30y+,high school,upper class,0.661958533171895,True,after 2015,False,True,15000.0,sedan,4,0,2,False
7919,65+,female,majority,30y+,high school,middle class,0.5185590908783487,True,before 2015,False,False,13000.0,sedan,2,0,0,True
7920,16-25,female,majority,0-9y,high school,working class,0.6075106301070271,False,before 2015,True,False,9000.0,sedan,0,0,0,True
7921,65+,male,majority,30y+,high school,upper class,0.7188924365059262,True,before 2015,True,True,12000.0,sedan,11,1,5,False
7922,65+,male,majority,30y+,university,upper class,0.6007006392815524,True,after 2015,False,True,16000.0,sedan,7,1,3,False
7923,40-64,male,majority,20-29y,university,upper class,0.5726102177818728,True,before 2015,True,True,13000.0,sedan,2,1,4,False
7924,40-64,male,majority,20-29y,none,poverty,0.4087056107983309,False,before 2015,False,True,16000.0,sedan,1,1,3,False
7925,16-25,male,majority,0-9y,high school,working class,0.4319292841168608,True,before 2015,False,True,11697.003206900365,sedan,0,0,0,True
7926,26-39,male,majority,0-9y,university,middle class,0.4895382002631103,False,before 2015,False,False,15000.0,sports car,0,0,0,False
7927,26-39,female,majority,10-19y,university,middle class,0.6883543989986876,False,after 2015,False,False,11697.003206900365,sports car,2,1,1,False
7928,26-39,male,majority,10-19y,university,upper class,0.613826977680088,False,after 2015,False,False,17000.0,sedan,2,0,2,False
7929,65+,male,majority,10-19y,none,working class,0.4196906972513701,True,before 2015,True,True,10000.0,sedan,3,3,0,False
7930,16-25,male,majority,0-9y,none,poverty,0.2915625919498569,False,before 2015,False,True,9000.0,sedan,0,0,0,True
7931,40-64,female,majority,20-29y,none,upper class,0.6795108153975999,True,after 2015,True,True,10000.0,sedan,1,0,2,False
7932,26-39,male,minority,0-9y,high school,middle class,0.463003266668667,True,before 2015,True,True,8000.0,sedan,0,0,0,True
7933,26-39,male,minority,10-19y,high school,upper class,0.5578239717960888,True,after 2015,True,True,7000.0,sports car,1,0,2,False
7934,26-39,female,majority,10-19y,high school,working class,0.4138204352537412,True,before 2015,False,False,11697.003206900365,sedan,2,1,0,True
7935,26-39,female,majority,10-19y,none,working class,0.5172340131467813,False,before 2015,False,True,9000.0,sedan,1,0,1,False
7936,26-39,female,majority,0-9y,university,upper class,0.6441370891244694,True,after 2015,True,False,12000.0,sedan,0,0,0,False
7937,65+,male,majority,20-29y,high school,upper class,0.5826338974357931,True,before 2015,True,True,9000.0,sedan,4,0,1,False
7938,65+,male,minority,10-19y,high school,upper class,0.679535593605594,True,after 2015,True,True,11697.003206900365,sedan,2,0,1,False
7939,40-64,male,majority,20-29y,university,upper class,0.737481662297617,True,before 2015,False,False,11000.0,sedan,2,0,7,False
7940,40-64,female,majority,0-9y,university,upper class,0.5416312774019474,True,before 2015,True,True,8000.0,sedan,0,0,0,False
7941,16-25,female,majority,0-9y,university,upper class,0.6257021054108537,True,after 2015,True,True,10000.0,sedan,0,0,0,False
7942,16-25,female,majority,0-9y,high school,poverty,0.321625427740078,False,before 2015,False,True,10000.0,sedan,0,0,0,True
7943,65+,male,majority,30y+,none,working class,0.3461614426192039,True,before 2015,False,True,11697.003206900365,sedan,8,0,2,False
7944,26-39,male,majority,10-19y,high school,working class,0.4319292841168608,False,before 2015,True,True,10000.0,sedan,2,0,1,True
7945,26-39,female,majority,10-19y,university,middle class,0.6094742693422459,False,before 2015,False,False,11697.003206900365,sedan,0,0,1,True
7946,26-39,female,majority,0-9y,university,upper class,0.6026477596586622,True,before 2015,True,False,11000.0,sedan,0,0,0,True
7947,40-64,male,majority,20-29y,university,upper class,0.6150681575582413,True,after 2015,True,True,11000.0,sedan,1,0,3,False
7948,26-39,male,majority,10-19y,none,poverty,0.1961267039783941,False,before 2015,True,True,10000.0,sedan,2,1,1,False
7949,65+,male,majority,30y+,high school,upper class,0.6302280018895937,True,after 2015,False,True,7000.0,sports car,16,0,3,False
7950,16-25,female,majority,0-9y,none,poverty,0.3054392923725627,False,before 2015,False,False,11000.0,sedan,0,0,0,True
7951,26-39,male,majority,10-19y,high school,poverty,0.3435642316265703,False,before 2015,False,True,11000.0,sedan,5,0,2,True
7952,40-64,female,minority,20-29y,high school,middle class,0.5523185354505107,False,after 2015,False,True,9000.0,sedan,5,0,2,False
7953,26-39,female,majority,10-19y,high school,middle class,0.3347397301816484,True,after 2015,True,True,9000.0,sedan,1,0,0,False
7954,26-39,female,majority,10-19y,high school,upper class,0.6989460331110714,True,after 2015,False,False,17000.0,sedan,0,0,0,False
7955,40-64,male,majority,20-29y,university,upper class,0.5734753967793681,False,before 2015,True,True,14000.0,sedan,4,0,1,True
7956,65+,female,majority,10-19y,university,upper class,0.4590105215668911,False,before 2015,True,True,10000.0,sedan,1,0,0,False
7957,40-64,female,majority,20-29y,university,upper class,0.5541971992318356,True,before 2015,True,False,10000.0,sedan,1,1,3,False
7958,16-25,female,majority,0-9y,high school,working class,0.4489473277904669,True,before 2015,False,True,15000.0,sedan,0,0,0,True
7959,16-25,female,majority,0-9y,none,middle class,0.4474047668287038,True,before 2015,False,True,10000.0,sedan,0,0,0,False
7960,40-64,female,majority,20-29y,high school,middle class,0.7025510033929494,True,after 2015,False,True,11000.0,sedan,2,0,1,False
7961,16-25,female,majority,0-9y,high school,poverty,0.2370144655001789,False,before 2015,False,True,12000.0,sedan,0,0,0,False
7962,40-64,male,majority,20-29y,university,upper class,0.5860322133857707,True,before 2015,True,True,13000.0,sedan,1,0,5,False
7963,16-25,female,majority,0-9y,high school,poverty,0.4109938874087053,False,before 2015,True,True,9000.0,sedan,0,0,0,True
7964,40-64,male,majority,20-29y,university,upper class,0.5360446985709163,False,before 2015,False,True,11000.0,sedan,3,0,4,False
7965,65+,female,majority,20-29y,high school,upper class,0.6809375960435273,True,before 2015,True,True,8000.0,sedan,4,0,2,False
7966,40-64,male,minority,0-9y,high school,middle class,0.4752262109815828,True,before 2015,False,False,19000.0,sedan,0,0,0,True
7967,65+,male,majority,20-29y,high school,upper class,0.6814407754118865,True,before 2015,False,True,10000.0,sedan,5,0,0,False
7968,26-39,male,majority,10-19y,none,middle class,0.4082714978911518,True,before 2015,False,False,16000.0,sedan,1,0,1,False
7969,16-25,female,minority,0-9y,none,poverty,0.4182087066621732,False,before 2015,True,True,11697.003206900365,sedan,0,0,0,True
7970,26-39,male,majority,10-19y,high school,middle class,0.5815271754016657,True,after 2015,False,True,16000.0,sedan,4,0,1,False
7971,26-39,female,majority,10-19y,high school,upper class,0.5290295051140557,False,after 2015,False,False,16000.0,sedan,1,0,1,False
7972,40-64,female,majority,0-9y,university,upper class,0.613826977680088,True,before 2015,True,True,9000.0,sedan,0,0,0,False
7973,65+,female,majority,20-29y,university,upper class,0.4303924447202586,True,before 2015,True,True,11000.0,sedan,3,1,0,False
7974,40-64,female,majority,10-19y,university,upper class,0.5221190049628224,True,after 2015,True,True,9000.0,sedan,1,0,0,False
7975,26-39,male,majority,10-19y,none,working class,0.4877611163322501,False,before 2015,True,True,14000.0,sedan,0,0,4,True
7976,26-39,male,majority,10-19y,none,poverty,0.2586558183843642,False,before 2015,False,True,8000.0,sedan,1,1,1,True
7977,40-64,female,majority,20-29y,university,upper class,0.613826977680088,True,before 2015,True,False,11000.0,sedan,2,0,2,False
7978,26-39,male,minority,10-19y,none,poverty,0.1615453690910059,False,before 2015,False,False,17000.0,sedan,2,0,2,True
7979,65+,female,majority,30y+,high school,upper class,0.6041001478735659,True,before 2015,True,True,8000.0,sedan,12,0,0,False
7980,40-64,female,majority,0-9y,university,upper class,0.8473887350441124,True,after 2015,False,True,13000.0,sedan,0,0,0,False
7981,26-39,male,majority,10-19y,university,middle class,0.4483831250237339,False,after 2015,False,False,14000.0,sedan,0,0,0,True
7982,26-39,female,majority,10-19y,high school,middle class,0.5360271863656086,False,after 2015,True,True,7000.0,sedan,3,2,0,False
7983,26-39,female,majority,10-19y,high school,upper class,0.512042917009909,True,before 2015,True,True,11697.003206900365,sedan,1,0,0,False
7984,65+,male,majority,30y+,university,upper class,0.5198680132761865,True,after 2015,True,True,5000.0,sedan,12,2,7,False
7985,65+,male,majority,30y+,high school,upper class,0.6222449132769979,True,after 2015,True,True,8000.0,sedan,4,0,4,False
7986,40-64,female,majority,20-29y,university,upper class,0.4165222280131299,True,before 2015,False,True,12000.0,sedan,1,1,1,False
7987,65+,male,majority,20-29y,university,upper class,0.5922982170441012,True,after 2015,False,True,11697.003206900365,sedan,4,0,0,False
7988,40-64,male,minority,20-29y,none,middle class,0.5053905994161536,True,before 2015,True,True,7000.0,sedan,3,2,1,False
7989,65+,male,majority,30y+,high school,upper class,0.613826977680088,True,before 2015,True,True,12000.0,sedan,3,0,7,False
7990,65+,female,majority,10-19y,university,upper class,0.613826977680088,True,before 2015,True,True,9000.0,sedan,1,1,0,False
7991,26-39,male,majority,10-19y,high school,working class,0.4319292841168608,True,before 2015,True,False,11000.0,sedan,1,1,0,False
7992,26-39,male,majority,0-9y,high school,working class,0.3911383064250576,True,before 2015,False,False,15000.0,sedan,0,0,0,True
7993,26-39,male,majority,0-9y,high school,upper class,0.6452732829908605,False,before 2015,True,True,11000.0,sedan,0,0,0,True
7994,26-39,male,majority,10-19y,university,middle class,0.5302592448700141,True,after 2015,True,True,9000.0,sedan,5,0,1,False
7995,40-64,female,majority,20-29y,none,middle class,0.4924103959378574,True,before 2015,False,True,12000.0,sedan,1,0,1,False
7996,16-25,female,majority,0-9y,high school,working class,0.4145847394995623,False,after 2015,False,False,12000.0,sedan,0,0,0,True
7997,26-39,male,majority,10-19y,high school,middle class,0.4441140482434208,True,before 2015,False,True,10000.0,sports car,2,0,0,False
7998,65+,female,majority,30y+,university,upper class,0.5432644167719921,True,after 2015,True,True,11000.0,sedan,4,2,1,False
7999,40-64,female,majority,10-19y,none,working class,0.4319292841168608,True,before 2015,False,True,10000.0,sedan,2,1,1,False
8000,26-39,female,majority,0-9y,university,upper class,0.613826977680088,True,after 2015,False,True,11697.003206900365,sedan,0,0,0,False
8001,26-39,male,majority,10-19y,high school,middle class,0.5221769112250697,True,after 2015,True,True,12000.0,sedan,0,0,0,False
8002,40-64,male,majority,10-19y,high school,middle class,0.5062116529171277,False,before 2015,True,False,11000.0,sedan,3,0,1,False
8003,65+,male,majority,30y+,high school,upper class,0.6487467867282103,True,before 2015,True,True,6000.0,sedan,13,6,3,False
8004,26-39,male,majority,10-19y,high school,middle class,0.4069958243881594,True,before 2015,False,False,16000.0,sedan,0,0,1,False
8005,16-25,male,majority,0-9y,high school,working class,0.5022869533930133,False,before 2015,True,False,12000.0,sedan,0,0,0,True
8006,26-39,male,majority,0-9y,university,middle class,0.5236585383213972,False,before 2015,False,True,11697.003206900365,sedan,0,0,0,True
8007,26-39,female,majority,0-9y,high school,middle class,0.5532659078456234,False,before 2015,False,True,11000.0,sedan,0,0,0,True
8008,40-64,male,majority,20-29y,university,upper class,0.6521572894862243,True,after 2015,True,True,11697.003206900365,sedan,6,0,2,False
8009,40-64,male,majority,20-29y,university,upper class,0.7557590484416451,True,after 2015,True,True,12000.0,sedan,2,0,2,False
8010,65+,male,majority,20-29y,university,upper class,0.5000459869796376,True,before 2015,True,True,12000.0,sedan,2,0,6,False
8011,40-64,female,majority,20-29y,university,middle class,0.5993749214349967,False,before 2015,False,False,18000.0,sedan,0,0,2,False
8012,26-39,female,majority,10-19y,high school,working class,0.3646300364441638,False,before 2015,True,True,7000.0,sports car,1,0,0,True
8013,40-64,male,majority,20-29y,university,upper class,0.6051303442238017,True,before 2015,True,True,12000.0,sedan,3,0,2,False
8014,65+,female,majority,20-29y,high school,upper class,0.613826977680088,True,before 2015,True,True,12000.0,sedan,2,0,2,False
8015,40-64,male,majority,0-9y,none,middle class,0.5491989032257741,True,after 2015,True,True,7000.0,sedan,0,0,0,False
8016,16-25,male,majority,0-9y,high school,working class,0.4005849078660153,True,before 2015,False,False,15000.0,sedan,0,0,0,True
8017,40-64,male,majority,10-19y,university,middle class,0.5236585383213972,False,after 2015,True,False,16000.0,sedan,1,2,0,True
8018,26-39,female,majority,10-19y,none,poverty,0.2565912745042664,False,before 2015,False,False,12000.0,sedan,0,0,2,True
8019,26-39,male,majority,10-19y,university,upper class,0.680928917443575,True,before 2015,True,False,12000.0,sedan,1,2,1,False
8020,26-39,male,majority,10-19y,high school,middle class,0.4741973179165643,True,before 2015,False,True,9000.0,sedan,2,1,0,True
8021,40-64,male,majority,20-29y,university,upper class,0.6027630963241031,True,before 2015,False,True,10000.0,sedan,8,0,3,False
8022,40-64,female,majority,10-19y,university,upper class,0.7819530183027448,True,after 2015,True,True,16000.0,sedan,3,1,0,False
8023,26-39,female,majority,10-19y,university,working class,0.4319292841168608,False,before 2015,False,True,13000.0,sedan,1,0,4,False
8024,26-39,female,majority,10-19y,high school,poverty,0.4272678792680286,False,before 2015,True,False,9000.0,sedan,1,0,0,True
8025,40-64,male,majority,20-29y,high school,upper class,0.6867141058386899,True,before 2015,True,True,10000.0,sedan,9,0,2,False
8026,40-64,female,majority,0-9y,university,upper class,0.4840149273174377,True,after 2015,True,True,10000.0,sedan,0,0,0,False
8027,40-64,female,majority,20-29y,university,upper class,0.6257870416277221,True,before 2015,False,True,13000.0,sedan,0,0,2,False
8028,26-39,female,majority,10-19y,high school,upper class,0.5957149581490123,True,before 2015,True,True,7000.0,sedan,2,0,2,False
8029,40-64,male,majority,0-9y,high school,upper class,0.6809131865092295,True,after 2015,False,True,11000.0,sedan,0,0,0,False
8030,26-39,male,majority,10-19y,high school,working class,0.3065518093256519,False,before 2015,False,False,18000.0,sedan,0,0,0,False
8031,26-39,male,majority,10-19y,university,upper class,0.5893790042775761,True,before 2015,True,True,9000.0,sedan,2,1,1,False
8032,40-64,male,majority,20-29y,university,upper class,0.6016258241392335,True,before 2015,False,True,11697.003206900365,sedan,2,2,1,False
8033,65+,female,majority,0-9y,university,upper class,0.6563498838978089,True,after 2015,True,True,7000.0,sedan,0,0,0,False
8034,26-39,female,majority,10-19y,none,middle class,0.61535406879528,True,before 2015,True,True,15000.0,sedan,0,0,1,False
8035,65+,male,majority,30y+,university,upper class,0.6519123625904758,True,after 2015,True,True,13000.0,sedan,5,1,6,False
8036,16-25,male,minority,0-9y,none,poverty,0.2950906798001347,False,before 2015,False,False,14000.0,sedan,0,0,0,True
8037,65+,female,majority,0-9y,high school,upper class,0.6112652567938774,True,after 2015,True,True,11697.003206900365,sedan,0,0,0,False
8038,40-64,male,majority,20-29y,university,upper class,0.4746294315462082,False,after 2015,True,True,7000.0,sedan,8,0,7,False
8039,26-39,male,majority,10-19y,none,poverty,0.0953870936940878,True,before 2015,False,False,15000.0,sedan,2,1,2,True
8040,16-25,male,majority,0-9y,none,poverty,0.4138170668973727,True,before 2015,False,True,10000.0,sedan,0,0,0,True
8041,65+,female,majority,30y+,high school,upper class,0.6809852539465225,True,after 2015,True,True,12000.0,sedan,3,1,6,False
8042,26-39,male,majority,0-9y,university,upper class,0.6764783850579369,True,before 2015,False,True,13000.0,sedan,0,0,0,False
8043,26-39,male,majority,10-19y,university,working class,0.4319292841168608,False,before 2015,True,False,15000.0,sedan,1,0,1,False
8044,26-39,male,majority,0-9y,high school,middle class,0.4033846274374489,False,before 2015,True,True,9000.0,sedan,0,0,0,True
8045,26-39,female,majority,0-9y,university,upper class,0.7040031235458382,True,after 2015,True,True,10000.0,sedan,0,0,0,False
8046,26-39,male,majority,0-9y,university,upper class,0.5735410704695847,True,before 2015,True,True,9000.0,sedan,0,0,0,False
8047,40-64,male,majority,20-29y,none,middle class,0.4879440211154682,True,before 2015,False,True,11000.0,sedan,5,0,4,False
8048,16-25,female,majority,0-9y,none,poverty,0.34833133094379165,True,before 2015,True,True,8000.0,sedan,0,0,0,False
8049,40-64,female,majority,20-29y,none,working class,0.4319292841168608,True,before 2015,True,True,10000.0,sedan,3,0,0,False
8050,40-64,male,majority,20-29y,high school,upper class,0.6819981116362914,False,before 2015,True,True,6000.0,sedan,11,1,2,True
8051,40-64,female,minority,20-29y,high school,working class,0.436520236197445,True,before 2015,False,True,15000.0,sedan,3,0,2,False
8052,65+,female,minority,20-29y,high school,upper class,0.6719249250370957,True,after 2015,True,True,10000.0,sedan,2,1,5,False
8053,65+,male,majority,20-29y,university,upper class,0.4721412440122079,True,before 2015,True,True,11000.0,sedan,3,0,1,False
8054,40-64,female,majority,20-29y,high school,working class,0.5250591110723005,False,before 2015,True,True,10000.0,sedan,0,0,1,False
8055,16-25,male,majority,0-9y,none,poverty,0.4490141254061794,True,before 2015,False,True,14000.0,sedan,0,0,0,False
8056,26-39,male,majority,10-19y,university,upper class,0.6227949196734675,True,after 2015,True,True,11697.003206900365,sedan,1,0,2,False
8057,40-64,male,majority,10-19y,university,upper class,0.9608188278116948,True,after 2015,False,True,10000.0,sedan,1,0,1,False
8058,40-64,female,majority,20-29y,high school,upper class,0.5702790141224438,True,before 2015,True,True,10000.0,sedan,3,0,4,False
8059,26-39,female,majority,10-19y,high school,poverty,0.4144618670550359,False,before 2015,True,True,10000.0,sedan,3,0,1,False
8060,26-39,female,minority,0-9y,none,middle class,0.5236585383213972,False,before 2015,True,False,14000.0,sedan,0,0,0,True
8061,65+,male,majority,30y+,high school,upper class,0.6060025247092775,True,before 2015,False,True,11697.003206900365,sedan,2,0,4,False
8062,16-25,male,minority,0-9y,none,poverty,0.2956147179906796,False,before 2015,False,True,9000.0,sports car,0,0,0,True
8063,16-25,male,majority,0-9y,high school,middle class,0.5236585383213972,False,after 2015,False,True,12000.0,sedan,0,0,0,False
8064,26-39,male,majority,10-19y,high school,upper class,0.6012733666180051,True,before 2015,True,True,10000.0,sedan,1,0,2,False
8065,26-39,male,majority,10-19y,university,upper class,0.6467083588488515,False,after 2015,True,False,11000.0,sedan,6,0,1,False
8066,40-64,female,majority,10-19y,none,working class,0.3315640659194958,True,before 2015,True,True,12000.0,sedan,3,1,1,False
8067,65+,male,majority,0-9y,high school,upper class,0.4736061159306169,True,after 2015,True,True,12000.0,sedan,0,0,0,True
8068,26-39,male,majority,10-19y,university,upper class,0.6980053964165731,True,before 2015,True,True,12000.0,sedan,2,0,0,True
8069,16-25,female,majority,0-9y,high school,poverty,0.4493988790424355,False,before 2015,False,False,17000.0,sedan,0,0,0,True
8070,65+,male,majority,20-29y,university,upper class,0.5935570210616777,True,after 2015,True,True,9000.0,sedan,1,1,4,False
8071,40-64,male,majority,20-29y,university,upper class,0.5469528093344056,True,before 2015,True,True,15000.0,sedan,3,4,5,True
8072,65+,female,majority,30y+,university,upper class,0.6647874125137581,True,before 2015,False,True,11000.0,sedan,2,0,3,False
8073,16-25,female,majority,0-9y,none,poverty,0.3930304394075162,False,before 2015,False,False,16000.0,sedan,0,0,0,True
8074,16-25,female,majority,0-9y,high school,working class,0.3104439496869316,True,before 2015,False,True,13000.0,sedan,0,0,0,True
8075,26-39,female,majority,10-19y,university,middle class,0.629040794332527,True,before 2015,False,False,17000.0,sedan,0,0,0,False
8076,40-64,male,majority,20-29y,none,middle class,0.5949942615350459,True,before 2015,True,True,12000.0,sedan,3,0,4,False
8077,16-25,male,majority,0-9y,none,working class,0.4136822947297669,False,before 2015,False,True,11697.003206900365,sedan,0,0,0,True
8078,26-39,male,majority,0-9y,university,middle class,0.5668017602483743,True,before 2015,False,True,13000.0,sedan,0,0,0,False
8079,16-25,male,majority,0-9y,none,poverty,0.5574101037418253,False,before 2015,False,False,16000.0,sedan,0,0,0,True
8080,26-39,male,majority,10-19y,high school,middle class,0.5960178820895716,True,before 2015,False,True,9000.0,sedan,0,0,1,False
8081,16-25,female,majority,0-9y,none,poverty,0.5653141355325579,True,before 2015,False,True,10000.0,sedan,0,0,0,False
8082,26-39,male,minority,0-9y,high school,poverty,0.3078087184319206,False,before 2015,True,False,11697.003206900365,sedan,0,0,0,True
8083,40-64,female,majority,20-29y,university,upper class,0.6720095267316407,True,after 2015,True,False,13000.0,sedan,0,0,0,False
8084,65+,male,majority,10-19y,university,upper class,0.5242807123606903,True,after 2015,True,False,9000.0,sedan,2,0,1,False
8085,65+,female,majority,10-19y,high school,middle class,0.4630535883640802,True,after 2015,False,True,14000.0,sedan,0,0,0,False
8086,65+,male,majority,20-29y,high school,upper class,0.6140424540441148,False,before 2015,False,False,13000.0,sedan,4,0,1,False
8087,65+,male,majority,20-29y,university,upper class,0.6453591991000591,True,before 2015,True,True,13000.0,sedan,4,3,0,False
8088,65+,female,minority,10-19y,none,upper class,0.6854090454032493,True,after 2015,True,True,11000.0,sedan,1,0,0,False
8089,26-39,male,majority,10-19y,university,upper class,0.6670226191158176,True,before 2015,True,True,14000.0,sedan,2,0,2,False
8090,16-25,male,majority,0-9y,university,upper class,0.6082656962441383,True,before 2015,True,False,13000.0,sedan,0,0,0,True
8091,40-64,male,majority,20-29y,university,upper class,0.7216402910712306,True,after 2015,True,True,11000.0,sedan,2,0,5,False
8092,40-64,male,majority,20-29y,university,upper class,0.4596749902548559,False,before 2015,False,True,13000.0,sports car,0,3,1,False
8093,40-64,male,majority,0-9y,none,middle class,0.4900678073285606,True,after 2015,False,True,11697.003206900365,sedan,0,0,0,False
8094,40-64,male,majority,0-9y,none,middle class,0.5417098412700575,True,before 2015,True,True,7000.0,sedan,0,0,0,True
8095,16-25,female,majority,0-9y,none,poverty,0.34833133094379165,False,before 2015,False,False,11000.0,sedan,0,0,0,True
8096,16-25,male,majority,0-9y,university,working class,0.4701928145539621,False,before 2015,False,True,9000.0,sedan,0,0,0,True
8097,40-64,male,majority,20-29y,university,upper class,0.5806195342350445,True,after 2015,True,True,7000.0,sedan,12,1,3,False
8098,26-39,female,majority,10-19y,high school,upper class,0.8246055134031282,True,after 2015,False,False,14000.0,sedan,1,0,1,False
8099,16-25,female,majority,0-9y,high school,poverty,0.2866241766490909,False,before 2015,False,False,16000.0,sedan,0,0,0,True
8100,26-39,female,majority,0-9y,none,poverty,0.34833133094379165,False,before 2015,False,True,17000.0,sedan,0,0,0,False
8101,16-25,female,majority,0-9y,high school,working class,0.5105416142994454,False,before 2015,False,False,12000.0,sedan,0,0,0,True
8102,26-39,male,majority,10-19y,university,upper class,0.613826977680088,True,before 2015,True,True,11697.003206900365,sedan,1,0,2,False
8103,16-25,male,majority,0-9y,high school,upper class,0.61727812187165,True,after 2015,True,True,10000.0,sedan,0,0,0,True
8104,16-25,male,majority,0-9y,high school,poverty,0.2266204187196561,False,before 2015,False,True,12000.0,sedan,0,0,0,True
8105,40-64,female,minority,20-29y,high school,upper class,0.4854096107116239,False,after 2015,True,True,9000.0,sedan,2,1,3,False
8106,26-39,female,majority,10-19y,high school,working class,0.3846403721622462,False,before 2015,False,True,11000.0,sedan,0,0,1,False
8107,40-64,female,minority,20-29y,high school,upper class,0.5610588085481812,True,before 2015,False,True,14000.0,sedan,3,0,1,False
8108,26-39,male,majority,10-19y,university,upper class,0.5035670239503522,True,before 2015,True,True,9000.0,sedan,5,0,2,False
8109,26-39,female,majority,10-19y,high school,working class,0.4400170768463599,True,before 2015,True,True,14000.0,sedan,0,0,1,False
8110,65+,male,majority,10-19y,high school,upper class,0.6458584800209589,True,after 2015,True,True,11000.0,sedan,2,0,0,False
8111,40-64,female,minority,20-29y,university,upper class,0.6946223389054919,True,before 2015,True,True,9000.0,sedan,4,2,1,False
8112,16-25,male,majority,0-9y,none,working class,0.3673915153567661,True,before 2015,True,True,11000.0,sedan,0,0,0,False
8113,40-64,female,majority,10-19y,high school,middle class,0.4709463634111504,True,before 2015,True,True,9000.0,sedan,0,0,1,False
8114,65+,male,majority,30y+,high school,upper class,0.6780290985770019,True,before 2015,True,True,12000.0,sedan,11,1,1,False
8115,65+,male,majority,30y+,university,upper class,0.567420445945503,False,after 2015,True,True,9000.0,sedan,5,1,7,False
8116,26-39,male,minority,10-19y,none,upper class,0.4696695415128295,True,before 2015,True,False,8000.0,sedan,6,0,2,False
8117,40-64,female,minority,20-29y,university,upper class,0.6230965528779376,True,before 2015,True,True,8000.0,sedan,3,2,4,False
8118,40-64,male,majority,0-9y,high school,upper class,0.6780115158287626,False,after 2015,True,True,11000.0,sedan,0,0,0,True
8119,16-25,female,majority,0-9y,high school,middle class,0.6533774120556458,True,after 2015,False,True,12000.0,sedan,0,0,0,False
8120,65+,male,majority,10-19y,high school,upper class,0.4838848652090954,True,before 2015,True,True,8000.0,sedan,5,1,0,False
8121,65+,male,minority,0-9y,university,upper class,0.6814422418900506,True,after 2015,True,True,9000.0,sedan,0,0,0,False
8122,40-64,male,majority,20-29y,university,upper class,0.584162066396573,True,before 2015,True,False,11000.0,sedan,4,0,0,False
8123,65+,male,majority,30y+,university,upper class,0.5968599686931912,True,before 2015,True,False,15000.0,sedan,2,0,2,False
8124,16-25,female,majority,0-9y,none,poverty,0.377267939245568,False,before 2015,True,True,11000.0,sedan,0,0,0,True
