total.cost,lot.sale.days,overage,mileage,vehicle.type,domestic.import,vehicle.age,vehicle.age.group,color.set,makex,state,make.model
5044,5,NO,67225,LUXURY,Domestic,5,FIVE,SILVER,DODGE,AZ,DODGE.INTREPID
4725,22,NO,86116,LUXURY,Domestic,7,SEVEN+,GREEN,CHRYSLER,TX,CHRYSLER.LHS
3328,25,NO,78986,FAMILY.MEDIUM,Domestic,7,SEVEN+,WHITE,BUICK,CA,BUICK.CENTURY
3791,17,NO,77265,ECONOMY,Import,5,FIVE,WHITE,MAZDA,TX,MAZDA.PROTEGE
3645,0,NO,96679,FAMILY.LARGE,Domestic,6,SIX,GOLD,BUICK,GA,BUICK.CENTURY
4587,7,NO,61349,FAMILY.LARGE,Domestic,5,FIVE,RED,MERCURY,CA,MERCURY.MYSTIQUE
6418,2,NO,48974,FAMILY.SMALL,Domestic,2,ONE-THREE,GOLD,FORD,GA,FORD.FOCUS
3857,44,NO,78457,FAMILY.SMALL,Domestic,5,FIVE,WHITE,PONTIAC,TX,PONTIAC.GRAND AM
4859,13,NO,71075,FAMILY.MEDIUM,Domestic,5,FIVE,GREEN,FORD,FL,FORD.CONTOUR
4430,0,NO,46803,ECONOMY,Domestic,2,ONE-THREE,BLUE,CHEVROLET,FL,CHEVROLET.METRO
5227,25,NO,50208,ECONOMY,Domestic,2,ONE-THREE,BLUE,FORD,TX,FORD.ESCORT
4177,45,NO,90069,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,CHEVROLET,AZ,CHEVROLET.CORSICA
4672,80,NO,74730,FAMILY.SMALL,Domestic,4,FOUR,WHITE,CHEVROLET,TX,CHEVROLET.CAVALIER
4617,16,NO,47864,ECONOMY,Import,2,ONE-THREE,GOLD,KIA,GA,KIA.SEPHIA
4602,8,NO,73503,ECONOMY,Domestic,3,ONE-THREE,WHITE,PLYMOUTH,TX,PLYMOUTH.NEON
5275,11,NO,49483,FAMILY.MEDIUM,Import,3,ONE-THREE,GREEN,HYUNDAI,TX,HYUNDAI.ELANTRA
5940,27,NO,75769,LUXURY,Domestic,5,FIVE,WHITE,DODGE,CA,DODGE.INTREPID
4281,14,NO,67052,FAMILY.SMALL,Domestic,5,FIVE,PURPLE,PONTIAC,TX,PONTIAC.GRAND AM
4134,20,NO,85461,LUXURY,Domestic,9,SEVEN+,BLUE,CADILLAC,TX,CADILLAC.DEVILLE
5274,42,NO,51327,FAMILY.MEDIUM,Domestic,7,SEVEN+,GOLD,OLDSMOBILE,FL,OLDSMOBILE.88
5715,2,NO,93087,FAMILY.MEDIUM,Domestic,6,SIX,RED,CHRYSLER,TX,CHRYSLER.CIRRUS
4625,51,NO,71702,FAMILY.MEDIUM,Domestic,7,SEVEN+,RED,BUICK,GA,BUICK.REGAL
4864,1,NO,84750,FAMILY.SMALL,Domestic,5,FIVE,GREEN,PONTIAC,GA,PONTIAC.GRAND AM
4321,1,NO,69639,FAMILY.SMALL,Import,3,ONE-THREE,WHITE,HYUNDAI,GA,HYUNDAI.ELANTRA
5060,36,NO,82453,FAMILY.MEDIUM,Import,3,ONE-THREE,SILVER,HYUNDAI,AZ,HYUNDAI.SONATA
5307,1,NO,65602,ECONOMY,Domestic,5,FIVE,GOLD,PLYMOUTH,NV,PLYMOUTH.BREEZE
4950,17,NO,48517,FAMILY.SMALL,Domestic,4,FOUR,GOLD,MERCURY,CA,MERCURY.TRACER
4827,4,NO,74382,FAMILY.MEDIUM,Domestic,5,FIVE,PURPLE,FORD,VA,FORD.TAURUS
3978,12,NO,72752,ECONOMY,Domestic,5,FIVE,BLACK,MERCURY,GA,MERCURY.TRACER
6242,44,NO,96243,LUXURY,Import,7,SEVEN+,GREEN,TOYOTA,CA,TOYOTA.CAMRY
5248,40,NO,66472,ECONOMY,Import,5,FIVE,WHITE,NISSAN,GA,NISSAN.SENTRA
6344,17,NO,101278,FAMILY.MEDIUM,Domestic,5,FIVE,GREEN,PONTIAC,CA,PONTIAC.GRAND AM
6539,32,NO,76385,FAMILY.MEDIUM,Domestic,3,ONE-THREE,RED,FORD,TX,FORD.TAURUS
4487,4,NO,73207,FAMILY.MEDIUM,Domestic,3,ONE-THREE,GREEN,DODGE,TX,DODGE.STRATUS
5312,37,NO,94774,FAMILY.LARGE,Domestic,4,FOUR,GREEN,FORD,NM,FORD.CROWN VICTORIA
4225,13,NO,90324,FAMILY.MEDIUM,Domestic,5,FIVE,PURPLE,CHEVROLET,GA,CHEVROLET.LUMINA
6428,74,NO,112066,LUXURY,Import,8,SEVEN+,GOLD,OTHER,CA,INFINITI.J30
4504,52,NO,94830,LUXURY,Import,6,SIX,GREEN,TOYOTA,TX,TOYOTA.COROLLA
4286,28,NO,73346,FAMILY.LARGE,Domestic,7,SEVEN+,GREEN,CHRYSLER,TX,CHRYSLER.CONCORDE
4563,2,NO,68409,ECONOMY,Domestic,5,FIVE,BLUE,PONTIAC,TX,PONTIAC.SUNFIRE
4812,71,NO,71519,FAMILY.SMALL,Domestic,5,FIVE,WHITE,DODGE,CA,DODGE.NEON
4991,1,NO,68571,FAMILY.SMALL,Domestic,3,ONE-THREE,RED,PONTIAC,TX,PONTIAC.GRAND AM
4669,9,NO,91928,FAMILY.MEDIUM,Domestic,6,SIX,GREEN,CHRYSLER,TX,CHRYSLER.CIRRUS
3129,14,NO,79015,FAMILY.SMALL,Domestic,6,SIX,WHITE,CHEVROLET,NM,CHEVROLET.CAVALIER
4038,1,NO,68405,ECONOMY,Domestic,4,FOUR,BLACK,FORD,GA,FORD.ESCORT
4373,11,NO,75772,FAMILY.SMALL,Domestic,5,FIVE,WHITE,PONTIAC,TX,PONTIAC.GRAND AM
4684,7,NO,84802,ECONOMY,Import,6,SIX,WHITE,MITSUBISHI,NV,MITSUBISHI.MIRAGE
4425,14,NO,76762,ECONOMY,Import,5,FIVE,BLUE,MAZDA,TX,MAZDA.PROTEGE
6060,87,NO,63902,FAMILY.SMALL,Domestic,2,ONE-THREE,WHITE,DODGE,AZ,DODGE.NEON
5193,17,NO,48267,FAMILY.MEDIUM,Domestic,5,FIVE,GOLD,MERCURY,VA,MERCURY.MYSTIQUE
4426,8,NO,99559,FAMILY.MEDIUM,Domestic,4,FOUR,GREEN,DODGE,FL,DODGE.INTREPID
5293,73,NO,72202,ECONOMY,Domestic,4,FOUR,GREEN,BUICK,NV,BUICK.SKYLARK
4757,9,NO,75275,FAMILY.SMALL,Import,3,ONE-THREE,BLACK,MAZDA,TX,MAZDA.PROTEGE
5449,84,NO,112281,FAMILY.SMALL,Import,6,SIX,RED,MAZDA,FL,MAZDA.626
2504,1,NO,102990,ECONOMY,Domestic,8,SEVEN+,BLUE,FORD,VA,FORD.TEMPO
5582,90,NO,72724,FAMILY.MEDIUM,Domestic,7,SEVEN+,GREEN,BUICK,FL,BUICK.LESABRE
5560,28,NO,64020,FAMILY.LARGE,Domestic,6,SIX,BLUE,OLDSMOBILE,NM,OLDSMOBILE.88
5530,1,NO,76721,FAMILY.MEDIUM,Domestic,3,ONE-THREE,SILVER,CHEVROLET,TX,CHEVROLET.MALIBU
4430,45,NO,77474,FAMILY.SMALL,Domestic,6,SIX,GREEN,PONTIAC,FL,PONTIAC.GRAND AM
4563,51,NO,65599,ECONOMY,Domestic,7,SEVEN+,RED,DODGE,FL,DODGE.NEON
4065,27,NO,68886,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,PONTIAC,CA,PONTIAC.GRAND AM
4107,9,NO,69284,FAMILY.SMALL,Domestic,5,FIVE,GOLD,CHEVROLET,CA,CHEVROLET.CORSICA
4038,11,NO,93727,FAMILY.LARGE,Domestic,7,SEVEN+,GREEN,CHRYSLER,CA,CHRYSLER.CONCORDE
6353,14,NO,40982,FAMILY.MEDIUM,Import,3,ONE-THREE,SILVER,HYUNDAI,AZ,HYUNDAI.SONATA
4849,50,NO,67624,ECONOMY,Domestic,4,FOUR,BLACK,MERCURY,TX,MERCURY.TRACER
3105,57,NO,70350,FAMILY.MEDIUM,Domestic,9,SEVEN+,WHITE,CHEVROLET,FL,CHEVROLET.LUMINA
4073,75,NO,92943,FAMILY.MEDIUM,Domestic,5,FIVE,BLUE,CHEVROLET,TX,CHEVROLET.LUMINA
2257,17,NO,105014,FAMILY.LARGE,Domestic,10,SEVEN+,SILVER,BUICK,VA,BUICK.LESABRE
5679,35,NO,73997,FAMILY.MEDIUM,Import,6,SIX,PURPLE,MITSUBISHI,AZ,MITSUBISHI.GALANT
4793,46,NO,69883,ECONOMY,Domestic,4,FOUR,GREEN,DODGE,CA,DODGE.NEON
4742,4,NO,59637,FAMILY.SMALL,Domestic,5,FIVE,PURPLE,CHEVROLET,FL,CHEVROLET.CAVALIER
5628,48,NO,75359,FAMILY.SMALL,Domestic,3,ONE-THREE,SILVER,PLYMOUTH,NM,PLYMOUTH.BREEZE
4950,33,NO,83218,FAMILY.SMALL,Import,9,SEVEN+,BLUE,HONDA,AZ,HONDA.CIVIC
4588,33,NO,86877,LUXURY,Import,7,SEVEN+,BLUE,HONDA,FL,HONDA.ACCORD
5541,19,NO,72594,FAMILY.LARGE,Domestic,7,SEVEN+,BLUE,BUICK,TX,BUICK.LESABRE
3972,1,NO,56056,FAMILY.MEDIUM,Domestic,8,SEVEN+,PURPLE,BUICK,GA,BUICK.REGAL
5520,6,NO,71314,LUXURY,Import,5,FIVE,BLACK,NISSAN,FL,NISSAN.ALTIMA
7021,45,NO,75172,FAMILY.LARGE,Domestic,5,FIVE,RED,MERCURY,GA,MERCURY.GRAND MARQUIS
5956,11,NO,97553,LUXURY,Import,7,SEVEN+,WHITE,OTHER,AZ,INFINITI.J30
4783,2,NO,42505,ECONOMY,Domestic,4,FOUR,GREEN,FORD,TX,FORD.ESCORT
4906,85,NO,80131,FAMILY.MEDIUM,Domestic,5,FIVE,PURPLE,OLDSMOBILE,CA,OLDSMOBILE.ACHIEVA
5050,0,NO,49030,FAMILY.MEDIUM,Domestic,4,FOUR,SILVER,FORD,GA,FORD.CONTOUR
4694,17,NO,100478,FAMILY.LARGE,Domestic,5,FIVE,RED,PONTIAC,TX,PONTIAC.BONNEVILLE
3820,61,NO,76986,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,CHEVROLET,FL,CHEVROLET.CORSICA
4993,85,NO,57590,FAMILY.MEDIUM,Domestic,6,SIX,GREEN,OLDSMOBILE,VA,OLDSMOBILE.CUTLASS SUPREME
4656,6,NO,43349,ECONOMY,Domestic,4,FOUR,BLUE,FORD,TX,FORD.ESCORT
5786,5,NO,73886,LUXURY,Domestic,5,FIVE,WHITE,DODGE,CA,DODGE.INTREPID
5467,59,NO,90620,FAMILY.LARGE,Domestic,4,FOUR,GREEN,BUICK,GA,BUICK.LESABRE
4998,13,NO,78796,FAMILY.MEDIUM,Domestic,4,FOUR,WHITE,FORD,NV,FORD.CONTOUR
6690,42,NO,91710,LUXURY,Import,6,SIX,PURPLE,NISSAN,TX,NISSAN.ALTIMA
5640,11,NO,103503,FAMILY.LARGE,Domestic,7,SEVEN+,WHITE,OLDSMOBILE,GA,OLDSMOBILE.98
4349,3,NO,74989,FAMILY.LARGE,Domestic,5,FIVE,GREEN,FORD,CA,FORD.CONTOUR
4607,49,NO,65538,FAMILY.SMALL,Domestic,4,FOUR,GREEN,PONTIAC,AZ,PONTIAC.SUNFIRE
4657,46,NO,86955,LUXURY,Import,7,SEVEN+,WHITE,NISSAN,CA,NISSAN.ALTIMA
4457,45,NO,68774,FAMILY.MEDIUM,Domestic,5,FIVE,GREEN,FORD,AZ,FORD.TAURUS
5332,9,NO,68895,FAMILY.LARGE,Domestic,4,FOUR,PURPLE,CHEVROLET,GA,CHEVROLET.LUMINA
4095,9,NO,75806,FAMILY.LARGE,Domestic,3,ONE-THREE,WHITE,FORD,TX,FORD.CONTOUR
6493,1,NO,62738,FAMILY.MEDIUM,Domestic,5,FIVE,PURPLE,BUICK,FL,BUICK.LESABRE
4306,66,NO,42204,ECONOMY,Import,3,ONE-THREE,WHITE,KIA,TX,KIA.SEPHIA
5413,11,NO,79591,FAMILY.MEDIUM,Domestic,3,ONE-THREE,GREEN,FORD,GA,FORD.CONTOUR
4040,43,NO,77889,LUXURY,Import,6,SIX,WHITE,TOYOTA,FL,TOYOTA.TERCEL
6099,67,NO,76318,FAMILY.LARGE,Domestic,6,SIX,WHITE,PONTIAC,VA,PONTIAC.BONNEVILLE
4472,23,NO,66279,FAMILY.SMALL,Import,7,SEVEN+,SILVER,MITSUBISHI,CA,MITSUBISHI.GALANT
4975,84,NO,79817,FAMILY.SMALL,Import,7,SEVEN+,GOLD,MAZDA,NV,MAZDA.PROTEGE
4251,7,NO,66244,LUXURY,Import,5,FIVE,WHITE,NISSAN,FL,NISSAN.SENTRA
3651,20,NO,68985,FAMILY.MEDIUM,Domestic,3,ONE-THREE,GREEN,CHEVROLET,TX,CHEVROLET.CAVALIER
3927,2,NO,66583,FAMILY.SMALL,Domestic,3,ONE-THREE,SILVER,DODGE,AZ,DODGE.NEON
3880,16,NO,60634,ECONOMY,Domestic,6,SIX,GOLD,MERCURY,FL,MERCURY.TRACER
4597,18,NO,88049,LUXURY,Domestic,8,SEVEN+,GREEN,MERCURY,FL,MERCURY.GRAND MARQUIS
6712,16,NO,70378,FAMILY.LARGE,Domestic,4,FOUR,GREEN,PONTIAC,CA,PONTIAC.GRAND PRIX
3653,20,NO,78292,LUXURY,Import,5,FIVE,GREEN,TOYOTA,FL,TOYOTA.TERCEL
5623,59,NO,91685,FAMILY.MEDIUM,Domestic,5,FIVE,GREEN,CHEVROLET,FL,CHEVROLET.LUMINA
4409,4,NO,53104,LUXURY,Import,7,SEVEN+,WHITE,NISSAN,FL,NISSAN.ALTIMA
5396,88,NO,70400,FAMILY.SMALL,Import,7,SEVEN+,GOLD,TOYOTA,TX,TOYOTA.COROLLA
5425,13,NO,95401,LUXURY,Import,7,SEVEN+,SILVER,OTHER,CA,INFINITI.G20
4908,84,NO,62556,FAMILY.LARGE,Domestic,8,SEVEN+,GREEN,OLDSMOBILE,FL,OLDSMOBILE.98
3179,25,NO,100930,FAMILY.SMALL,Import,6,SIX,BLUE,GEO,CA,GEO.PRIZM
5088,64,NO,104942,FAMILY.SMALL,Import,6,SIX,RED,TOYOTA,CA,TOYOTA.COROLLA
7100,4,NO,68263,ECONOMY,Domestic,3,ONE-THREE,GREEN,FORD,TX,FORD.ESCORT
4601,49,NO,74782,FAMILY.MEDIUM,Domestic,5,FIVE,RED,FORD,CA,FORD.CONTOUR
3634,1,NO,87277,FAMILY.MEDIUM,Domestic,5,FIVE,PURPLE,PLYMOUTH,CA,PLYMOUTH.BREEZE
4152,19,NO,66201,LUXURY,Import,6,SIX,PURPLE,NISSAN,TX,NISSAN.SENTRA
3675,39,NO,98701,FAMILY.LARGE,Domestic,9,SEVEN+,SILVER,FORD,FL,FORD.CROWN VICTORIA
4894,28,NO,83819,FAMILY.LARGE,Domestic,4,FOUR,SILVER,FORD,CA,FORD.TAURUS
4492,23,NO,98481,LUXURY,Import,9,SEVEN+,BLUE,HONDA,VA,HONDA.ACCORD
4098,27,NO,64979,FAMILY.LARGE,Domestic,7,SEVEN+,GREEN,DODGE,FL,DODGE.INTREPID
5343,8,NO,10895,ECONOMY,Import,2,ONE-THREE,WHITE,KIA,NM,KIA.SEPHIA
3601,18,NO,35748,ECONOMY,Import,5,FIVE,PURPLE,HYUNDAI,TX,HYUNDAI.ACCENT
4782,7,NO,103661,LUXURY,Import,9,SEVEN+,PURPLE,HONDA,NM,HONDA.ACCORD
5218,14,NO,63437,FAMILY.MEDIUM,Domestic,4,FOUR,RED,CHEVROLET,GA,CHEVROLET.LUMINA
6396,15,NO,97520,LUXURY,Import,4,FOUR,BLUE,NISSAN,CA,NISSAN.ALTIMA
4489,78,NO,68453,FAMILY.MEDIUM,Domestic,5,FIVE,RED,CHEVROLET,CA,CHEVROLET.CORSICA
3399,14,NO,88130,FAMILY.SMALL,Import,6,SIX,GREEN,GEO,CA,GEO.PRIZM
4559,1,NO,59343,FAMILY.MEDIUM,Domestic,4,FOUR,GREEN,PONTIAC,AZ,PONTIAC.GRAND AM
4722,87,NO,69353,FAMILY.SMALL,Domestic,4,FOUR,BLACK,PLYMOUTH,CA,PLYMOUTH.NEON
7226,35,NO,64615,FAMILY.LARGE,Domestic,3,ONE-THREE,GREEN,DODGE,TX,DODGE.INTREPID
3713,1,NO,109184,LUXURY,Import,6,SIX,WHITE,NISSAN,FL,NISSAN.ALTIMA
5707,83,NO,15289,FAMILY.MEDIUM,Import,1,ONE-THREE,WHITE,DAEWOO,AZ,DAEWOO.LANOS
4751,49,NO,63168,FAMILY.MEDIUM,Import,4,FOUR,WHITE,HYUNDAI,VA,HYUNDAI.ELANTRA
4456,1,NO,84995,LUXURY,Import,6,SIX,SILVER,NISSAN,NM,NISSAN.ALTIMA
4703,5,NO,68501,ECONOMY,Domestic,3,ONE-THREE,RED,FORD,TX,FORD.ESCORT
4899,23,NO,63304,FAMILY.SMALL,Domestic,5,FIVE,GREEN,MERCURY,TX,MERCURY.MYSTIQUE
5270,63,NO,73920,FAMILY.SMALL,Domestic,4,FOUR,RED,DODGE,AZ,DODGE.NEON
4814,85,NO,69902,FAMILY.MEDIUM,Domestic,6,SIX,BLUE,BUICK,AZ,BUICK.CENTURY
4270,8,NO,81283,FAMILY.MEDIUM,Domestic,6,SIX,GREEN,FORD,FL,FORD.TAURUS
4445,0,NO,83108,FAMILY.MEDIUM,Import,6,SIX,RED,MAZDA,GA,MAZDA.626
4318,24,NO,74305,ECONOMY,Domestic,3,ONE-THREE,GOLD,MERCURY,TX,MERCURY.TRACER
5354,36,NO,112369,LUXURY,Import,8,SEVEN+,BLACK,OTHER,CA,ACURA.INTEGRA
3937,44,NO,76731,FAMILY.MEDIUM,Domestic,6,SIX,GOLD,BUICK,FL,BUICK.CENTURY
5386,14,NO,70377,FAMILY.LARGE,Domestic,5,FIVE,WHITE,CHRYSLER,AZ,CHRYSLER.CONCORDE
3999,27,NO,60144,ECONOMY,Import,6,SIX,PURPLE,GEO,CA,GEO.PRIZM
4808,0,NO,87560,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,FORD,VA,FORD.TAURUS
5677,21,NO,83654,FAMILY.SMALL,Import,5,FIVE,GREEN,TOYOTA,TX,TOYOTA.COROLLA
5630,12,NO,73501,FAMILY.MEDIUM,Domestic,3,ONE-THREE,GREEN,PLYMOUTH,GA,PLYMOUTH.BREEZE
3208,13,NO,66219,FAMILY.LARGE,Domestic,7,SEVEN+,SILVER,MERCURY,CA,MERCURY.SABLE
3996,31,NO,67404,ECONOMY,Import,7,SEVEN+,WHITE,GEO,FL,GEO.PRIZM
4152,3,NO,98920,FAMILY.LARGE,Domestic,7,SEVEN+,BLUE,CHEVROLET,TX,CHEVROLET.LUMINA
4248,48,NO,80711,FAMILY.SMALL,Domestic,5,FIVE,GREEN,PONTIAC,TX,PONTIAC.GRAND AM
4532,6,NO,77067,ECONOMY,Domestic,4,FOUR,GREEN,MERCURY,GA,MERCURY.TRACER
4470,61,NO,65465,ECONOMY,Domestic,4,FOUR,GOLD,FORD,TX,FORD.ESCORT
4463,7,NO,92365,FAMILY.MEDIUM,Domestic,4,FOUR,GREEN,FORD,VA,FORD.TAURUS
3336,51,NO,94743,FAMILY.MEDIUM,Domestic,9,SEVEN+,BLUE,CHEVROLET,FL,CHEVROLET.LUMINA
3219,21,NO,71587,FAMILY.MEDIUM,Domestic,5,FIVE,GREEN,BUICK,NM,BUICK.SKYLARK
4371,3,NO,72710,FAMILY.MEDIUM,Domestic,5,FIVE,PURPLE,PLYMOUTH,TX,PLYMOUTH.BREEZE
4377,7,NO,73435,FAMILY.LARGE,Domestic,5,FIVE,BLUE,DODGE,TX,DODGE.INTREPID
3984,15,NO,88145,FAMILY.MEDIUM,Domestic,8,SEVEN+,GOLD,BUICK,AZ,BUICK.LESABRE
4807,25,NO,46281,FAMILY.SMALL,Import,4,FOUR,BLUE,KIA,CA,KIA.SEPHIA
4230,42,NO,69072,ECONOMY,Domestic,6,SIX,BLUE,PLYMOUTH,TX,PLYMOUTH.NEON
6248,36,NO,69856,LUXURY,Import,7,SEVEN+,GREEN,TOYOTA,AZ,TOYOTA.CAMRY
4510,27,NO,56109,LUXURY,Import,5,FIVE,GREEN,MAZDA,FL,MAZDA.PROTEGE
5453,2,NO,73607,FAMILY.SMALL,Domestic,4,FOUR,GREEN,FORD,GA,FORD.CONTOUR
4765,29,NO,36788,FAMILY.MEDIUM,Domestic,4,FOUR,RED,PLYMOUTH,CA,PLYMOUTH.NEON
4415,29,NO,54964,FAMILY.SMALL,Import,6,SIX,GREEN,TOYOTA,TX,TOYOTA.COROLLA
5184,50,NO,95531,FAMILY.LARGE,Domestic,6,SIX,BLUE,BUICK,GA,BUICK.LESABRE
5749,22,NO,80402,FAMILY.MEDIUM,Import,8,SEVEN+,GREEN,TOYOTA,AZ,TOYOTA.CAMRY
4828,10,NO,75163,FAMILY.LARGE,Domestic,7,SEVEN+,BLUE,BUICK,FL,BUICK.LESABRE
6260,16,NO,94172,LUXURY,Import,6,SIX,GREEN,TOYOTA,CA,TOYOTA.CAMRY
3609,77,NO,95410,FAMILY.MEDIUM,Domestic,9,SEVEN+,WHITE,OLDSMOBILE,AZ,OLDSMOBILE.88
4532,6,NO,79145,LUXURY,Import,6,SIX,RED,NISSAN,TX,NISSAN.ALTIMA
4668,26,NO,68731,LUXURY,Import,4,FOUR,WHITE,NISSAN,TX,NISSAN.SENTRA
6166,15,NO,97555,LUXURY,Import,7,SEVEN+,BLACK,HONDA,FL,HONDA.ACCORD
5101,14,NO,70880,FAMILY.LARGE,Domestic,4,FOUR,PURPLE,CHEVROLET,GA,CHEVROLET.LUMINA
3408,1,NO,86691,FAMILY.SMALL,Import,5,FIVE,BLACK,MAZDA,VA,MAZDA.626
4241,32,NO,93107,FAMILY.MEDIUM,Domestic,7,SEVEN+,RED,OLDSMOBILE,TX,OLDSMOBILE.CUTLASS SUPREME
4574,12,NO,85050,FAMILY.LARGE,Domestic,5,FIVE,GREEN,DODGE,TX,DODGE.INTREPID
4908,4,NO,69621,ECONOMY,Import,5,FIVE,WHITE,TOYOTA,NM,TOYOTA.TERCEL
5558,3,NO,69508,FAMILY.MEDIUM,Domestic,4,FOUR,GREEN,BUICK,GA,BUICK.CENTURY
4836,26,NO,50201,FAMILY.SMALL,Import,3,ONE-THREE,BLACK,MAZDA,TX,MAZDA.PROTEGE
5617,77,NO,57769,FAMILY.MEDIUM,Domestic,4,FOUR,WHITE,OLDSMOBILE,CA,OLDSMOBILE.ACHIEVA
4183,15,NO,64433,LUXURY,Import,4,FOUR,BLUE,KIA,FL,KIA.SEPHIA
3774,63,NO,96421,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,CHEVROLET,VA,CHEVROLET.LUMINA
4130,81,NO,76386,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,OLDSMOBILE,FL,OLDSMOBILE.CUTLASS SUPREME
5975,4,NO,67037,LUXURY,Import,5,FIVE,GOLD,NISSAN,FL,NISSAN.ALTIMA
4108,46,NO,57181,ECONOMY,Domestic,6,SIX,WHITE,PLYMOUTH,FL,PLYMOUTH.NEON
5246,58,NO,69232,FAMILY.SMALL,Domestic,6,SIX,WHITE,OLDSMOBILE,TX,OLDSMOBILE.CIERA
4964,64,NO,75829,FAMILY.SMALL,Import,6,SIX,BLUE,MAZDA,VA,MAZDA.PROTEGE
4618,13,NO,112719,FAMILY.SMALL,Import,9,SEVEN+,BLACK,HONDA,CA,HONDA.CIVIC
6428,9,NO,92068,LUXURY,Import,6,SIX,GOLD,OTHER,FL,INFINITI.J30
3806,16,NO,41175,FAMILY.MEDIUM,Import,5,FIVE,RED,KIA,AZ,KIA.SEPHIA
3359,3,NO,73317,LUXURY,Domestic,7,SEVEN+,WHITE,DODGE,CA,DODGE.INTREPID
4214,13,NO,98192,LUXURY,Import,6,SIX,WHITE,HONDA,VA,HONDA.CIVIC
4883,0,NO,31222,ECONOMY,Import,2,ONE-THREE,RED,KIA,NV,KIA.SEPHIA
5293,30,NO,100237,FAMILY.SMALL,Domestic,4,FOUR,GREEN,PONTIAC,TX,PONTIAC.GRAND AM
3732,38,NO,77441,ECONOMY,Domestic,4,FOUR,GOLD,FORD,TX,FORD.ESCORT
3886,22,NO,59972,ECONOMY,Domestic,5,FIVE,GREEN,MERCURY,TX,MERCURY.TRACER
4617,0,NO,86402,FAMILY.MEDIUM,Domestic,6,SIX,BLUE,OLDSMOBILE,TX,OLDSMOBILE.CUTLASS SUPREME
5123,24,NO,55918,FAMILY.SMALL,Domestic,5,FIVE,RED,PONTIAC,VA,PONTIAC.GRAND AM
4319,4,NO,53252,LUXURY,Import,4,FOUR,GOLD,NISSAN,VA,NISSAN.ALTIMA
4313,22,NO,63839,ECONOMY,Domestic,5,FIVE,GOLD,FORD,TX,FORD.ESCORT
7637,16,NO,70499,FAMILY.LARGE,Domestic,5,FIVE,GREEN,CHEVROLET,TX,CHEVROLET.LUMINA
4062,4,NO,67349,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,BUICK,NM,BUICK.CENTURY
6349,4,NO,87742,FAMILY.LARGE,Domestic,6,SIX,WHITE,OLDSMOBILE,GA,OLDSMOBILE.88
4063,8,NO,63541,FAMILY.MEDIUM,Domestic,4,FOUR,BLUE,DODGE,AZ,DODGE.NEON
4739,62,NO,72548,FAMILY.MEDIUM,Import,6,SIX,BLACK,NISSAN,AZ,NISSAN.SENTRA
4368,4,NO,74870,FAMILY.SMALL,Domestic,4,FOUR,WHITE,CHEVROLET,CA,CHEVROLET.CAVALIER
4617,7,NO,89020,FAMILY.LARGE,Domestic,7,SEVEN+,GREEN,OLDSMOBILE,VA,OLDSMOBILE.98
4557,4,NO,56913,ECONOMY,Domestic,2,ONE-THREE,RED,FORD,TX,FORD.ESCORT
5565,42,NO,109250,FAMILY.SMALL,Import,5,FIVE,GREEN,NISSAN,CA,NISSAN.SENTRA
4857,60,NO,89944,FAMILY.MEDIUM,Domestic,6,SIX,BLUE,OLDSMOBILE,TX,OLDSMOBILE.CUTLASS SUPREME
4771,28,NO,99568,FAMILY.LARGE,Domestic,8,SEVEN+,WHITE,CADILLAC,FL,CADILLAC.DEVILLE
4966,10,NO,75770,LUXURY,Domestic,4,FOUR,SILVER,DODGE,AZ,DODGE.INTREPID
5991,10,NO,83069,FAMILY.SMALL,Domestic,3,ONE-THREE,RED,PONTIAC,VA,PONTIAC.GRAND AM
6831,1,NO,73496,FAMILY.LARGE,Domestic,6,SIX,GREEN,OLDSMOBILE,TX,OLDSMOBILE.AURORA
5122,4,NO,59372,FAMILY.SMALL,Import,2,ONE-THREE,GREEN,HYUNDAI,AZ,HYUNDAI.ELANTRA
3681,0,NO,68106,FAMILY.LARGE,Domestic,6,SIX,GREEN,CHEVROLET,CA,CHEVROLET.LUMINA
3367,1,NO,81857,FAMILY.LARGE,Domestic,5,FIVE,WHITE,FORD,CA,FORD.TAURUS
4359,0,NO,67827,ECONOMY,Import,4,FOUR,SILVER,MITSUBISHI,GA,MITSUBISHI.MIRAGE
6106,7,NO,39212,FAMILY.MEDIUM,Domestic,2,ONE-THREE,PURPLE,MERCURY,TX,MERCURY.MYSTIQUE
4424,18,NO,78662,FAMILY.MEDIUM,Domestic,6,SIX,GREEN,BUICK,NM,BUICK.REGAL
3943,8,NO,100082,FAMILY.MEDIUM,Domestic,10,SEVEN+,BLUE,CADILLAC,AZ,CADILLAC.SEVILLE
6050,5,NO,51527,FAMILY.SMALL,Import,5,FIVE,PURPLE,NISSAN,CA,NISSAN.SENTRA
4673,38,NO,57437,FAMILY.MEDIUM,Domestic,7,SEVEN+,BLUE,OLDSMOBILE,AZ,OLDSMOBILE.88
